uncertainty_id,page_id,year,document_id,document_page_number,text,source_json_path
uncertainty:2025-14:0003:002,page:2025-14:0003,2025,2025-14,3,"{""field"":""amount_of_income"",""note"":""small stray '~' squiggle in column III ($201-$1,000); clear X is in column I (None)"",""read"":""None"",""row"":6}",docs/2025-14/text/page-003.json
uncertainty:2025-14:0003:003,page:2025-14:0003,2025,2025-14,3,"{""field"":""amount_of_income"",""note"":""small stray mark in column V ($2,501-$5,000); clear X is in column I (None)"",""read"":""None"",""row"":15}",docs/2025-14/text/page-003.json
uncertainty:2025-14:0003:004,page:2025-14:0003,2025,2025-14,3,"{""field"":""income_types"",""note"":""Block C mark is the write-in 'PTN' in the Other Type of Income column; no checkbox X; row also has X in EIF column"",""read"":""OTHER: PTN"",""row"":24}",docs/2025-14/text/page-003.json
uncertainty:2025-14:0004:001,page:2025-14:0004,2025,2025-14,4,"{""field"":""transaction"",""note"":""rows 4-5 duplicate the same option contracts as rows 18-19 (295 EXP 01/02/2026 and 305 EXP 02/06/2026); as printed"",""read"":""S"",""row"":4}",docs/2025-14/text/page-004.json
uncertainty:2025-14:0005:001,page:2025-14:0005,2025,2025-14,5,"{""field"":""asset_name"",""note"":""row 3 prints '192.5' with a period while rows 2, 4, 5 print '192 5' with a space; transcribed as printed. Rows 2-5 appear to duplicate two contracts"",""read"":""CALL/AMT FLEX EURO PM @ 192.5 EXP 02/06/2026"",""row"":3}",docs/2025-14/text/page-005.json
uncertainty:2025-14:0006:001,page:2025-14:0006,2025,2025-14,6,"{""field"":""asset_name"",""note"":""tesseract reads 285; high-res quad clearly shows 255"",""read"":""CALL/AMZN FLEX EURO PM 255 EXP 03/07/2025"",""row"":7}",docs/2025-14/text/page-006.json
uncertainty:2025-14:0010:001,page:2025-14:0010,2025,2025-14,10,"{""field"":""asset_name"",""note"":""JNJ rows mix '197 5' (space) and '202.5' (period) decimal styles; transcribed as printed"",""read"":""CALL/JNJ FLEX EURO PM @ 202.5 EXP 02/06/2026"",""row"":12}",docs/2025-14/text/page-010.json
uncertainty:2025-14:0012:001,page:2025-14:0012,2025,2025-14,12,"{""field"":""value"",""note"":""no X anywhere in Block B for this row (checkbox left blank by filer); all sibling option rows have X under None"",""read"":null,""row"":3}",docs/2025-14/text/page-012.json
uncertainty:2025-14:0013:001,page:2025-14:0013,2025,2025-14,13,"{""field"":""value"",""note"":""small stray '~' mark next to the None X (Block B column B area); clear X is under None"",""read"":""None"",""row"":9}",docs/2025-14/text/page-013.json
uncertainty:2025-14:0014:001,page:2025-14:0014,2025,2025-14,14,"{""field"":""amount_of_income"",""note"":""small stray dash in Block D column III on this row; clear X is under None (column I)"",""read"":""None"",""row"":4}",docs/2025-14/text/page-014.json
uncertainty:2025-14:0015:001,page:2025-14:0015,2025,2025-14,15,"{""field"":""value"",""note"":""small stray tick in Block B column J area on this row; clear X is under None"",""read"":""None"",""row"":9}",docs/2025-14/text/page-015.json
uncertainty:2025-14:0017:001,page:2025-14:0017,2025,2025-14,17,"{""field"":""asset_name"",""note"":""structured-note names in rows 21-23 and the Capital One hybrid in row 25 are truncated at the printed cell edge ('UPSIDE L', 'UPSIDE LEVER', 'LIEN CP'); transcribed as far as printed"",""read"":null,""row"":null}",docs/2025-14/text/page-017.json
uncertainty:2025-14:0018:001,page:2025-14:0018,2025,2025-14,18,"{""field"":""asset_name"",""note"":""several bond/hybrid names truncated at printed cell edge (rows 2, 8, 9, 10, 13-18, 19, 21, 22: e.g. 'JRSUB LI', 'CPN 08/14/', 'SER H JRSUB', '7 6', '7 0', '6 7', '6 8', '7 37', 'W E', 'LIEN', '05/28/20'); transcribed as far as printed"",""read"":null,""row"":null}",docs/2025-14/text/page-018.json
uncertainty:2025-14:0018:002,page:2025-14:0018,2025,2025-14,18,"{""field"":""value"",""note"":""CARLYLE OPPORTUNITIES ACCESS LLC row also has X in EIF column"",""read"":""$100,001-$250,000"",""row"":3}",docs/2025-14/text/page-018.json
uncertainty:2025-14:0018:003,page:2025-14:0018,2025,2025-14,18,"{""field"":""value"",""note"":""CBM INVESTORS L P row also has X in EIF column"",""read"":""$100,001-$250,000"",""row"":6}",docs/2025-14/text/page-018.json
uncertainty:2025-14:0018:004,page:2025-14:0018,2025,2025-14,18,"{""field"":""asset_name"",""note"":""trailing character after '6 25' unclear (looks like '/4' or '%')"",""read"":""CITIGROUP INC HYBRID PERPETUAL SER T SUB LIEN CPN 04/25/16 6 25 %"",""row"":13}",docs/2025-14/text/page-018.json
uncertainty:2025-14:0019:001,page:2025-14:0019,2025,2025-14,19,"{""field"":""asset_name"",""note"":""bond names in rows 8, 9, 12, 16, 17, 21 truncated at printed cell edge ('CPN 05/20/', 'CPN 12/0', 'CPN 08/22/2', '6 75%', '7 1', 'LIEN CPN'); transcribed as far as printed"",""read"":null,""row"":null}",docs/2025-14/text/page-019.json
uncertainty:2025-14:0019:002,page:2025-14:0019,2025,2025-14,19,"{""field"":""value"",""note"":""CORVEX row also has X in EIF column; income is write-in 'PTN' in Other Type of Income column"",""read"":""$500,001-$1,000,000"",""row"":3}",docs/2025-14/text/page-019.json
uncertainty:2025-14:0019:003,page:2025-14:0019,2025,2025-14,19,"{""field"":""value"",""note"":""DRAGONEER row also has X in EIF column; income is write-in 'PTN'"",""read"":""$100,001-$250,000"",""row"":11}",docs/2025-14/text/page-019.json
uncertainty:2025-14:0020:001,page:2025-14:0020,2025,2025-14,20,"{""field"":""asset_name"",""note"":""bond/note names in rows 8-10, 14-16, 18-19, 23 truncated at printed cell edge ('JRSUB', 'CPN 05', 'CPN 03', 'CPN 02', 'CAPPED', 'SR LIEN C'); transcribed as far as printed"",""read"":null,""row"":null}",docs/2025-14/text/page-020.json
uncertainty:2025-14:0021:001,page:2025-14:0021,2025,2025-14,21,"{""field"":""asset_name"",""note"":""name truncated at cell border after '3'"",""read"":""M&T BANK CORPORATION HYBRID PERPETUAL USD JRSUB LIEN CPN 08/17/21 3"",""row"":4}",docs/2025-14/text/page-021.json
uncertainty:2025-14:0021:002,page:2025-14:0021,2025,2025-14,21,"{""field"":""asset_name"",""note"":""glyph after '6 35' is a degraded percent sign, printed like '/'"",""read"":""M&T BANK CORPORATION PFD USD1 5875(6 35 /) SERIES K"",""row"":5}",docs/2025-14/text/page-021.json
uncertainty:2025-14:0021:003,page:2025-14:0021,2025,2025-14,21,"{""field"":""asset_name"",""note"":""name truncated at cell border"",""read"":""MORGAN STANLEY FINANCE LLC LINKED TO BASKET OF INDICES UPSIDE LEVE"",""row"":16}",docs/2025-14/text/page-021.json
uncertainty:2025-14:0021:004,page:2025-14:0021,2025,2025-14,21,"{""field"":""asset_name"",""note"":""name truncated at cell border; final character partially clipped, could be 'B'"",""read"":""MORGAN STANLEY FINANCE LLC LINKED TO S&P 500 INDEX CNTNGNT CPN W E"",""row"":17}",docs/2025-14/text/page-021.json
uncertainty:2025-14:0021:005,page:2025-14:0021,2025,2025-14,21,"{""field"":""asset_name"",""note"":""name truncated at cell border; final character partially clipped, could be 'B'"",""read"":""MORGAN STANLEY FINANCE LLC LINKED TO S&P 500 INDEX CNTNGNT CPN W E"",""row"":18}",docs/2025-14/text/page-021.json
uncertainty:2025-14:0021:006,page:2025-14:0021,2025,2025-14,21,"{""field"":""asset_name"",""note"":""percent sign degraded in scan (tesseract read '4')"",""read"":""MORGAN STANLEY PFD USD1 6250(6 50 %) SERIES P"",""row"":19}",docs/2025-14/text/page-021.json
uncertainty:2025-14:0021:007,page:2025-14:0021,2025,2025-14,21,"{""field"":""asset_name"",""note"":""degraded percent glyph printed like '/'; name truncated at cell border"",""read"":""MORGAN STANLEY PFD USD1 7188(6 88 /) SERIES F PERPETUAL PREFERRED"",""row"":20}",docs/2025-14/text/page-021.json
uncertainty:2025-14:0021:008,page:2025-14:0021,2025,2025-14,21,"{""field"":""asset_name"",""note"":""percent sign degraded (tesseract read '4'); name truncated at cell border"",""read"":""MORGAN STANLEY PFD USD1 7813(7 13 %) SERIES E HYBRID FIX TO FLOAT PER"",""row"":21}",docs/2025-14/text/page-021.json
uncertainty:2025-14:0021:009,page:2025-14:0021,2025,2025-14,21,"{""field"":""asset_name"",""note"":""name truncated at cell border"",""read"":""NATIONAL BANK OF CANADA LINKED TO S&P 500 INDEX UPSIDE LEVERED CAP"",""row"":24}",docs/2025-14/text/page-021.json
uncertainty:2025-14:0022:001,page:2025-14:0022,2025,2025-14,22,"{""field"":""asset_name"",""note"":""name truncated at cell border"",""read"":""NEXTERA ENERGY CAPITAL HOLDING HYBRID 05/01/2079 USD JRSUB LIEN CPN"",""row"":2}",docs/2025-14/text/page-022.json
uncertainty:2025-14:0022:002,page:2025-14:0022,2025,2025-14,22,"{""field"":""income_types"",""note"":""faint stray mark near EXCEPTED/BLIND TRUST / TAX-DEFERRED columns; judged a scan artifact, only NONE clearly checked"",""read"":""NONE"",""row"":3}",docs/2025-14/text/page-022.json
uncertainty:2025-14:0022:003,page:2025-14:0022,2025,2025-14,22,"{""field"":""asset_name"",""note"":""name truncated at cell border; final letters read 'CPI', likely 'CPN' clipped"",""read"":""NEXTERA ENERGY CAPITAL HOLDING HYBRID 06/15/2054 USD  JRSUB  LIEN CPI"",""row"":4}",docs/2025-14/text/page-022.json
uncertainty:2025-14:0022:004,page:2025-14:0022,2025,2025-14,22,"{""field"":""asset_name"",""note"":""name truncated at cell border"",""read"":""NEXTERA ENERGY CAPITAL HOLDING HYBRID 08/15/2055 USD JRSUB LIEN CPN"",""row"":5}",docs/2025-14/text/page-022.json
uncertainty:2025-14:0022:005,page:2025-14:0022,2025,2025-14,22,"{""field"":""asset_name"",""note"":""name truncated at cell border"",""read"":""NEXTERA ENERGY CAPITAL HOLDING HYBRID 09/01/2054 USD JRSUB LIEN CPN"",""row"":6}",docs/2025-14/text/page-022.json
uncertainty:2025-14:0022:006,page:2025-14:0022,2025,2025-14,22,"{""field"":""asset_name"",""note"":""percent sign degraded (tesseract read '7')"",""read"":""NISOURCE INC  HYBRID 03/31/2055 USD JRSUB LIEN CPN 09/09/24 6 375%"",""row"":8}",docs/2025-14/text/page-022.json
uncertainty:2025-14:0022:007,page:2025-14:0022,2025,2025-14,22,"{""field"":""asset_name"",""note"":""trailing glyph is a degraded percent sign printed like '/'"",""read"":""NISOURCE INC  HYBRID 11/30/2054 USD JRSUB LIEN CPN 05/16/24 6 95 /"",""row"":9}",docs/2025-14/text/page-022.json
uncertainty:2025-14:0022:008,page:2025-14:0022,2025,2025-14,22,"{""field"":""asset_name"",""note"":""name truncated at cell border"",""read"":""PARTNERRE FINANCE B LLC HYBRID 10/01/2050 USD JRSUB LIEN CPN 09/22/20"",""row"":14}",docs/2025-14/text/page-022.json
uncertainty:2025-14:0022:009,page:2025-14:0022,2025,2025-14,22,"{""field"":""asset_name"",""note"":""name truncated at cell border"",""read"":""PNC FINANCIAL SERVICES GROUP  HYBRID PERPETUAL USD SER T JRSUB LIEN"",""row"":16}",docs/2025-14/text/page-022.json
uncertainty:2025-14:0022:010,page:2025-14:0022,2025,2025-14,22,"{""field"":""asset_name"",""note"":""name truncated at cell border"",""read"":""PNC FINANCIAL SERVICES GROUP  HYBRID PERPETUAL USD SER V JRSUB LIEN"",""row"":17}",docs/2025-14/text/page-022.json
uncertainty:2025-14:0022:011,page:2025-14:0022,2025,2025-14,22,"{""field"":""asset_name"",""note"":""name truncated at cell border"",""read"":""PNC FINANCIAL SERVICES GROUP  HYBRID PERPETUAL USD SER W JRSUB LIE"",""row"":18}",docs/2025-14/text/page-022.json
uncertainty:2025-14:0022:012,page:2025-14:0022,2025,2025-14,22,"{""field"":""asset_name"",""note"":""name truncated at cell border"",""read"":""PRUDENTIAL FINANCIAL  INC  HYBRID 09/01/2052 USD JRSUB LIEN CPN 08/17/22"",""row"":21}",docs/2025-14/text/page-022.json
uncertainty:2025-14:0022:013,page:2025-14:0022,2025,2025-14,22,"{""field"":""asset_name"",""note"":""name truncated at cell border"",""read"":""ROGERS COMMUNICATIONS INC  HYBRID 04/15/2055 USD SER NC5 SUB LIEN CP"",""row"":25}",docs/2025-14/text/page-022.json
uncertainty:2025-14:0023:001,page:2025-14:0023,2025,2025-14,23,"{""field"":""asset_name"",""note"":""name truncated at cell border (rows 2 and 3 are identically truncated)"",""read"":""ROYAL BANK OF CANADA LINKED TO BASKET OF INDICES UPSIDE LEVERED CA"",""row"":2}",docs/2025-14/text/page-023.json
uncertainty:2025-14:0023:002,page:2025-14:0023,2025,2025-14,23,"{""field"":""asset_name"",""note"":""name truncated at cell border"",""read"":""ROYAL BANK OF CANADA LINKED TO S&P 500 INDEX CNTNGNT CPN W BUFFER"",""row"":4}",docs/2025-14/text/page-023.json
uncertainty:2025-14:0023:003,page:2025-14:0023,2025,2025-14,23,"{""field"":""asset_name"",""note"":""percent sign degraded in scan (tesseract read '4')"",""read"":""SEMPRA HYBRID 04/01/2056 JRSUB LIEN CPN 08/29/25 6 375 %"",""row"":8}",docs/2025-14/text/page-023.json
uncertainty:2025-14:0023:004,page:2025-14:0023,2025,2025-14,23,"{""field"":""asset_name"",""note"":""percent sign degraded in scan (tesseract read '4')"",""read"":""SEMPRA HYBRID 10/01/2054 USD JRSUB LIEN CPN 03/14/24 6 875 %"",""row"":9}",docs/2025-14/text/page-023.json
uncertainty:2025-14:0023:005,page:2025-14:0023,2025,2025-14,23,"{""field"":""asset_name"",""note"":""name truncated at cell border"",""read"":""SOUTHERN COMPANY (THE) HYBRID 01/15/2051 SER B JRSUB LIEN CPN 09/18/2"",""row"":12}",docs/2025-14/text/page-023.json
uncertainty:2025-14:0023:006,page:2025-14:0023,2025,2025-14,23,"{""field"":""asset_name"",""note"":""name truncated at cell border"",""read"":""SOUTHERN COMPANY (THE) HYBRID 03/15/2055 USD SER 2025 JRSUB LIEN CPN"",""row"":14}",docs/2025-14/text/page-023.json
uncertainty:2025-14:0023:007,page:2025-14:0023,2025,2025-14,23,"{""field"":""asset_name"",""note"":""name truncated at cell border after '02/0'"",""read"":""STATE STREET CORPORATION HYBRID PERPETUAL USD JRSUB LIEN CPN 02/0"",""row"":19}",docs/2025-14/text/page-023.json
uncertainty:2025-14:0023:008,page:2025-14:0023,2025,2025-14,23,"{""field"":""asset_name"",""note"":""name truncated at cell border; final letters read 'CPI', likely 'CPN' clipped"",""read"":""STATE STREET CORPORATION HYBRID PERPETUAL USD SER I JRSUB LIEN CPI"",""row"":20}",docs/2025-14/text/page-023.json
uncertainty:2025-14:0023:009,page:2025-14:0023,2025,2025-14,23,"{""field"":""asset_name"",""note"":""name truncated at cell border"",""read"":""STATE STREET CORPORATION HYBRID PERPETUAL USD SER J JRSUB LIEN CP"",""row"":21}",docs/2025-14/text/page-023.json
uncertainty:2025-14:0023:010,page:2025-14:0023,2025,2025-14,23,"{""field"":""asset_name"",""note"":""percent sign degraded in scan (tesseract read '8 257')"",""read"":""SYNCHRONY FINANCIAL PFD USD2 0625(8 25%) SERIES B"",""row"":23}",docs/2025-14/text/page-023.json
uncertainty:2025-14:0024:001,page:2025-14:0024,2025,2025-14,24,"{""field"":""asset_name"",""note"":""name truncated at cell border after '6 625'"",""read"":""TELUS CORPORATION HYBRID 10/15/2055 USD  JRSUB  LIEN CPN 06/27/25 6 625"",""row"":2}",docs/2025-14/text/page-024.json
uncertainty:2025-14:0024:002,page:2025-14:0024,2025,2025-14,24,"{""field"":""asset_name"",""note"":""name truncated at cell border"",""read"":""THE BANK OF NOVA SCOTIA LINKED TO BASKET OF INDICES UPSIDE LEVERED"",""row"":4}",docs/2025-14/text/page-024.json
uncertainty:2025-14:0024:003,page:2025-14:0024,2025,2025-14,24,"{""field"":""asset_name"",""note"":""name truncated at cell border (rows 5 and 6 identically truncated)"",""read"":""THE BANK OF NOVA SCOTIA LINKED TO S&P 500 INDEX CNTNGNT CPN W BUFF"",""row"":5}",docs/2025-14/text/page-024.json
uncertainty:2025-14:0024:004,page:2025-14:0024,2025,2025-14,24,"{""field"":""asset_name"",""note"":""name truncated at cell border"",""read"":""THE BANK OF NOVA SCOTIA LINKED TO S&P 500 INDEX UPSIDE LEVERED CAPP"",""row"":7}",docs/2025-14/text/page-024.json
uncertainty:2025-14:0024:005,page:2025-14:0024,2025,2025-14,24,"{""field"":""asset_name"",""note"":""name truncated at cell border"",""read"":""TORONTO DOMINION BANK LINKED TO BASKET OF INDICES UPSIDE LEVERED ("",""row"":15}",docs/2025-14/text/page-024.json
uncertainty:2025-14:0024:006,page:2025-14:0024,2025,2025-14,24,"{""field"":""asset_name"",""note"":""name truncated at cell border (rows 16 and 17 identically truncated)"",""read"":""TORONTO DOMINION BANK LINKED TO S&P 500 INDEX CNTNGNT CPN W BUFFE"",""row"":16}",docs/2025-14/text/page-024.json
uncertainty:2025-14:0024:007,page:2025-14:0024,2025,2025-14,24,"{""field"":""asset_name"",""note"":""name truncated at cell border (rows 18 and 19 identically truncated)"",""read"":""TORONTO DOMINION BANK LINKED TO S&P 500 INDEX UPSIDE LEVERED CAPPE"",""row"":18}",docs/2025-14/text/page-024.json
uncertainty:2025-14:0024:008,page:2025-14:0024,2025,2025-14,24,"{""field"":""asset_name"",""note"":""name truncated at cell border (rows 22 and 23 identically truncated)"",""read"":""TRUIST FINANCIAL CORPORATION HYBRID PERPETUAL USD SER N JRSUB LIEN"",""row"":22}",docs/2025-14/text/page-024.json
uncertainty:2025-14:0024:009,page:2025-14:0024,2025,2025-14,24,"{""field"":""asset_name"",""note"":""percent sign degraded in scan (tesseract read '4')"",""read"":""TRUIST FINANCIAL CORPORATION PFD USD1 3125(5 25 %) SERIES O"",""row"":24}",docs/2025-14/text/page-024.json
uncertainty:2025-14:0025:001,page:2025-14:0025,2025,2025-14,25,"{""field"":""asset_name"",""note"":""trailing percent sign degraded in scan"",""read"":""U S  BANCORP HYBRID PERPETUAL USD JRSUB LIEN CPN 10/26/21 3 7%"",""row"":2}",docs/2025-14/text/page-025.json
uncertainty:2025-14:0025:002,page:2025-14:0025,2025,2025-14,25,"{""field"":""asset_name"",""note"":""trailing percent sign degraded in scan"",""read"":""U S  BANCORP HYBRID PERPETUAL USD SER J JRSUB LIEN CPN 02/13/17 5 3 %"",""row"":3}",docs/2025-14/text/page-025.json
uncertainty:2025-14:0025:003,page:2025-14:0025,2025,2025-14,25,"{""field"":""asset_name"",""note"":""glyph after '5 50' is a degraded percent sign printed like '/'"",""read"":""U S  BANCORP PFD USD1 3750(5 50 /) SERIES K"",""row"":4}",docs/2025-14/text/page-025.json
uncertainty:2025-14:0025:004,page:2025-14:0025,2025,2025-14,25,"{""field"":""asset_name"",""note"":""name truncated at cell border; final letters could be 'NC'"",""read"":""UBS AG LINKED TO S&P 500 INDEX CNTNGNT CPN W BUFFER STRUCTURED NO"",""row"":6}",docs/2025-14/text/page-025.json
uncertainty:2025-14:0025:005,page:2025-14:0025,2025,2025-14,25,"{""field"":""asset_name"",""note"":""name truncated at cell border"",""read"":""UBS AG LINKED TO S&P 500 INDEX UPSIDE LEVERED CAPPED W BUFFER STRU"",""row"":7}",docs/2025-14/text/page-025.json
uncertainty:2025-14:0025:006,page:2025-14:0025,2025,2025-14,25,"{""field"":""asset_name"",""note"":""name truncated at cell border after '04/0'"",""read"":""VODAFONE GROUP PUBLIC LIMITED HYBRID 04/04/2079 USD SUB LIEN CPN 04/0"",""row"":13}",docs/2025-14/text/page-025.json
uncertainty:2025-14:0025:007,page:2025-14:0025,2025,2025-14,25,"{""field"":""asset_name"",""note"":""name truncated at cell border after '7'"",""read"":""VOYA FINANCIAL, INC  HYBRID PERPETUAL USD SER A SR LIEN CPN 09/12/18 7"",""row"":14}",docs/2025-14/text/page-025.json
uncertainty:2025-14:0025:008,page:2025-14:0025,2025,2025-14,25,"{""field"":""asset_name"",""note"":""name truncated at cell border"",""read"":""WELLS FARGO & COMPANY HYBRID PERPETUAL USD SER BB JRSUB LIEN CPN"",""row"":21}",docs/2025-14/text/page-025.json
uncertainty:2025-14:0027:001,page:2025-14:0027,2025,2025-14,27,"{""field"":""asset_name"",""note"":""name truncated at cell border"",""read"":""BANK OF MONTREAL LINKED TO S&P 500 INDEX UPSIDE LEVERED CAPPED W B"",""row"":17}",docs/2025-14/text/page-027.json
uncertainty:2025-14:0027:002,page:2025-14:0027,2025,2025-14,27,"{""field"":""asset_name"",""note"":""name truncated at cell border"",""read"":""BARCLAYS BANK PLC LINKED TO S&P 500 INDEX UPSIDE LEVERED CAPPED W B"",""row"":18}",docs/2025-14/text/page-027.json
uncertainty:2025-14:0028:001,page:2025-14:0028,2025,2025-14,28,"{""field"":""asset_name"",""note"":""name truncated at cell border"",""read"":""CITIGROUP INC  LINKED TO S&P 500 INDEX UPSIDE LEVERED CAPPED W BUFF"",""row"":4}",docs/2025-14/text/page-028.json
uncertainty:2025-14:0028:002,page:2025-14:0028,2025,2025-14,28,"{""field"":""asset_name"",""note"":""'INCORPORA' appears truncated as printed"",""read"":""ELANCO ANIMAL HEALTH INCORPORA CMN"",""row"":13}",docs/2025-14/text/page-028.json
uncertainty:2025-14:0029:001,page:2025-14:0029,2025,2025-14,29,"{""field"":""asset_name"",""note"":""name truncated at cell border"",""read"":""JPMORGAN CHASE & CO  LINKED TO S&P 500 INDEX UPSIDE LEVERED CAPPED"",""row"":7}",docs/2025-14/text/page-029.json
uncertainty:2025-14:0029:002,page:2025-14:0029,2025,2025-14,29,"{""field"":""asset_name"",""note"":""name truncated at cell border"",""read"":""NATIONAL BANK OF CANADA LINKED TO S&P 500 INDEX UPSIDE LEVERED CAP"",""row"":20}",docs/2025-14/text/page-029.json
uncertainty:2025-14:0030:001,page:2025-14:0030,2025,2025-14,30,"{""field"":""asset_name"",""note"":""name truncated at cell border"",""read"":""THE BANK OF NOVA SCOTIA LINKED TO S&P 500 INDEX UPSIDE LEVERED CAPP"",""row"":18}",docs/2025-14/text/page-030.json
uncertainty:2025-14:0030:002,page:2025-14:0030,2025,2025-14,30,"{""field"":""asset_name"",""note"":""name truncated at cell border"",""read"":""TORONTO DOMINION BANK LINKED TO S&P 500 INDEX UPSIDE LEVERED CAPPE"",""row"":22}",docs/2025-14/text/page-030.json
uncertainty:2025-14:0030:003,page:2025-14:0030,2025,2025-14,30,"{""field"":""asset_name"",""note"":""name truncated at cell border"",""read"":""UBS AG LINKED TO S&P 500 INDEX UPSIDE LEVERED CAPPED W BUFFER STRU"",""row"":24}",docs/2025-14/text/page-030.json
uncertainty:2025-14:0034:001,page:2025-14:0034,2025,2025-14,34,"{""field"":""asset_name"",""note"":""rows 3-7 are five identically truncated BANK OF MONTREAL structured-note names, distinguished only by checkbox columns"",""read"":""BANK OF MONTREAL LINKED TO S&P 500 INDEX CNTNGNT CPN W BUFFER STR"",""row"":3}",docs/2025-14/text/page-034.json
uncertainty:2025-14:0034:002,page:2025-14:0034,2025,2025-14,34,"{""field"":""asset_name"",""note"":""rows 8-9 identically truncated at cell border"",""read"":""BARCLAYS BANK PLC LINKED TO S&P 500 INDEX CNTNGNT CPN W BUFFER STR"",""row"":8}",docs/2025-14/text/page-034.json
uncertainty:2025-14:0034:003,page:2025-14:0034,2025,2025-14,34,"{""field"":""asset_name"",""note"":""name truncated at cell border"",""read"":""BNP PARIBAS LINKED TO S&P 500 INDEX CNTNGNT CPN W BUFFER STRUCTUR"",""row"":19}",docs/2025-14/text/page-034.json
uncertainty:2025-14:0034:004,page:2025-14:0034,2025,2025-14,34,"{""field"":""asset_name"",""note"":""rows 20-21 identically truncated at cell border"",""read"":""BOFA FINANCE LLC LINKED TO S&P 500 INDEX CNTNGNT CPN W BUFFER STRU"",""row"":20}",docs/2025-14/text/page-034.json
uncertainty:2025-14:0035:001,page:2025-14:0035,2025,2025-14,35,"{""field"":""asset_name"",""note"":""name truncated at cell border"",""read"":""CANADIAN IMPERIAL BANK OF COMM LINKED TO S&P 500 INDEX CNTNGNT CPN"",""row"":12}",docs/2025-14/text/page-035.json
uncertainty:2025-14:0036:001,page:2025-14:0036,2025,2025-14,36,"{""field"":""asset_name"",""note"":""name truncated at cell border"",""read"":""CITIGROUP INC  LINKED TO S&P 500 INDEX CNTNGNT CPN W BUFFER STRUCTU"",""row"":13}",docs/2025-14/text/page-036.json
uncertainty:2025-14:0036:002,page:2025-14:0036,2025,2025-14,36,"{""field"":""asset_name"",""note"":""percent sign degraded in scan (tesseract read '5Y')"",""read"":""CLARK CNTY NEV HWY IMPT REV REV 5%  07/01/31 JJ"",""row"":15}",docs/2025-14/text/page-036.json
uncertainty:2025-14:0036:003,page:2025-14:0036,2025,2025-14,36,"{""field"":""asset_name"",""note"":""glyph after '5' is a degraded percent sign printed like '/'"",""read"":""COLUMBUS  OHIO (CITY OF) GO 5 /  04/01/28 AO"",""row"":23}",docs/2025-14/text/page-036.json
uncertainty:2025-14:0039:001,page:2025-14:0039,2025,2025-14,39,"{""field"":""transaction"",""note"":""Block E blank (F5 INC CMN)"",""read"":null,""row"":2}",docs/2025-14/text/page-039.json
uncertainty:2025-14:0039:002,page:2025-14:0039,2025,2025-14,39,"{""field"":""value"",""note"":""faint stray pen mark in the $1-$1,000 column (ink 0.048, well below X threshold); the X is in the None column (FOX CORPORATION 4 709% 01/25/2029 USD)"",""read"":""None"",""row"":14}",docs/2025-14/text/page-039.json
uncertainty:2025-14:0039:003,page:2025-14:0039,2025,2025-14,39,"{""field"":""transaction"",""note"":""Block E blank (GE VERNOVA LLC CMN)"",""read"":null,""row"":21}",docs/2025-14/text/page-039.json
uncertainty:2025-14:0040:001,page:2025-14:0040,2025,2025-14,40,"{""field"":""transaction"",""note"":""Block E blank (GILEAD SCIENCES CMN)"",""read"":null,""row"":1}",docs/2025-14/text/page-040.json
uncertainty:2025-14:0040:002,page:2025-14:0040,2025,2025-14,40,"{""field"":""transaction"",""note"":""Block E blank (GOLDMAN SACHS BANK USA DEPOSIT (BDA))"",""read"":null,""row"":4}",docs/2025-14/text/page-040.json
uncertainty:2025-14:0040:003,page:2025-14:0040,2025,2025-14,40,"{""field"":""transaction"",""note"":""Block E blank (HEALTHPEAK PROPERTIES  INC  CMN)"",""read"":null,""row"":9}",docs/2025-14/text/page-040.json
uncertainty:2025-14:0040:004,page:2025-14:0040,2025,2025-14,40,"{""field"":""transaction"",""note"":""Block E blank (IDEXX LABORATORIES CMN)"",""read"":null,""row"":20}",docs/2025-14/text/page-040.json
uncertainty:2025-14:0041:001,page:2025-14:0041,2025,2025-14,41,"{""field"":""asset_name"",""note"":""two consecutive rows carry identical printed names (distinct structured notes distinguished only by value/amount columns)"",""read"":""JPMORGAN CHASE & CO  LINKED TO S&P 500 INDEX CNTNGNT CPN W BUFFER"",""row"":20}",docs/2025-14/text/page-041.json
uncertainty:2025-14:0042:001,page:2025-14:0042,2025,2025-14,42,"{""field"":""transaction"",""note"":""KROGER COMPANY CMN row has no X/entry in Block E (also empty in tesseract)"",""read"":null,""row"":8}",docs/2025-14/text/page-042.json
uncertainty:2025-14:0042:002,page:2025-14:0042,2025,2025-14,42,"{""field"":""transaction"",""note"":""LIVE NATION row has no entry in Block E"",""read"":null,""row"":14}",docs/2025-14/text/page-042.json
uncertainty:2025-14:0042:003,page:2025-14:0042,2025,2025-14,42,"{""field"":""transaction"",""note"":""MACY'S row has no entry in Block E"",""read"":null,""row"":20}",docs/2025-14/text/page-042.json
uncertainty:2025-14:0043:001,page:2025-14:0043,2025,2025-14,43,"{""field"":""asset_name"",""note"":""percent sign degraded in scan (tesseract read '5Y'); read as 5% matching bond-name convention"",""read"":""MINNESOTA ST GO 5%  08/01/32 FA"",""row"":16}",docs/2025-14/text/page-043.json
uncertainty:2025-14:0043:002,page:2025-14:0043,2025,2025-14,43,"{""field"":""transaction"",""note"":""MASTERCARD row has no entry in Block E"",""read"":null,""row"":1}",docs/2025-14/text/page-043.json
