page_id,year,document_id,document_page_number,printed_label,section,page_type,page_type_raw,confidence,free_text,row_count,uncertainty_count,page_image_path,source_json_path,tesseract_text_path
page:2023-6:0024,2023,2023-6,24,Page 24 of 33,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,17,0,docs/2023-6/pages/page-024.jpg,docs/2023-6/text/page-024.json,docs/2023-6/tess/page-024.txt
page:2023-6:0025,2023,2023-6,25,Page 25 of 33,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,low,,13,1,docs/2023-6/pages/page-025.jpg,docs/2023-6/text/page-025.json,docs/2023-6/tess/page-025.txt
page:2023-6:0026,2023,2023-6,26,Page 26 of 33,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,17,0,docs/2023-6/pages/page-026.jpg,docs/2023-6/text/page-026.json,docs/2023-6/tess/page-026.txt
page:2023-6:0027,2023,2023-6,27,Page 27 of 33,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,low,,9,1,docs/2023-6/pages/page-027.jpg,docs/2023-6/text/page-027.json,docs/2023-6/tess/page-027.txt
page:2023-6:0028,2023,2023-6,28,Page 28 of 33,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,16,2,docs/2023-6/pages/page-028.jpg,docs/2023-6/text/page-028.json,docs/2023-6/tess/page-028.txt
page:2023-6:0029,2023,2023-6,29,Page 29 of 33,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,low,,8,1,docs/2023-6/pages/page-029.jpg,docs/2023-6/text/page-029.json,docs/2023-6/tess/page-029.txt
page:2023-6:0030,2023,2023-6,30,Page 30 of 33,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,17,0,docs/2023-6/pages/page-030.jpg,docs/2023-6/text/page-030.json,docs/2023-6/tess/page-030.txt
page:2023-6:0031,2023,2023-6,31,Page 31 of 33,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,16,0,docs/2023-6/pages/page-031.jpg,docs/2023-6/text/page-031.json,docs/2023-6/tess/page-031.txt
page:2023-6:0032,2023,2023-6,32,Page 32 of 33,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,13,0,docs/2023-6/pages/page-032.jpg,docs/2023-6/text/page-032.json,docs/2023-6/tess/page-032.txt
page:2023-6:0033,2023,2023-6,33,Page 33 of 33,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,12,1,docs/2023-6/pages/page-033.jpg,docs/2023-6/text/page-033.json,docs/2023-6/tess/page-033.txt
page:2023-7:0001,2023,2023-7,1,Page 1 of 13,Periodic Transaction Report - cover,ptr_cover,ptr_cover,high,"# UNITED STATES HOUSE OF REPRESENTATIVES

Periodic Transaction Report

Name: Rohit Khanna

Office telephone: 202-225-2631

Status: Member of the U.S. House of Representatives checked. State: CA. District: 17. Officer or Employee unchecked.

Initial Public Offering question: No checked; Yes unchecked.

Report type: Initial Report checked; Amendment unchecked. Date of Report Being Amended blank.

Official use stamp: Hand delivered; Legislative Resource Center; 2023 AUG -8 AM 9:39; Office of the Clerk, U.S. House of Representatives.

Transaction grid contains only the pre-printed example row and the filer's note ""Please see the attached."" No real transaction rows appear on this cover page.",0,0,docs/2023-7/pages/page-001.jpg,docs/2023-7/text/page-001.json,docs/2023-7/tess/page-001.txt
page:2023-7:0002,2023,2023-7,2,Page 2 of 13,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,high,,8,0,docs/2023-7/pages/page-002.jpg,docs/2023-7/text/page-002.json,docs/2023-7/tess/page-002.txt
page:2023-7:0003,2023,2023-7,3,Page 3 of 13,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,high,,18,0,docs/2023-7/pages/page-003.jpg,docs/2023-7/text/page-003.json,docs/2023-7/tess/page-003.txt
page:2023-7:0004,2023,2023-7,4,Page 4 of 13,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,high,,18,0,docs/2023-7/pages/page-004.jpg,docs/2023-7/text/page-004.json,docs/2023-7/tess/page-004.txt
page:2023-7:0005,2023,2023-7,5,Page 5 of 13,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,high,,18,0,docs/2023-7/pages/page-005.jpg,docs/2023-7/text/page-005.json,docs/2023-7/tess/page-005.txt
page:2023-7:0006,2023,2023-7,6,Page 6 of 13,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,1,docs/2023-7/pages/page-006.jpg,docs/2023-7/text/page-006.json,docs/2023-7/tess/page-006.txt
page:2023-7:0007,2023,2023-7,7,Page 7 of 13,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,high,,18,0,docs/2023-7/pages/page-007.jpg,docs/2023-7/text/page-007.json,docs/2023-7/tess/page-007.txt
page:2023-7:0008,2023,2023-7,8,Page 8 of 13,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,1,docs/2023-7/pages/page-008.jpg,docs/2023-7/text/page-008.json,docs/2023-7/tess/page-008.txt
page:2023-7:0009,2023,2023-7,9,Page 9 of 13,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,1,docs/2023-7/pages/page-009.jpg,docs/2023-7/text/page-009.json,docs/2023-7/tess/page-009.txt
page:2023-7:0010,2023,2023-7,10,Page 10 of 13,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,2,docs/2023-7/pages/page-010.jpg,docs/2023-7/text/page-010.json,docs/2023-7/tess/page-010.txt
page:2023-7:0011,2023,2023-7,11,Page 11 of 13,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,1,docs/2023-7/pages/page-011.jpg,docs/2023-7/text/page-011.json,docs/2023-7/tess/page-011.txt
page:2023-7:0012,2023,2023-7,12,Page 12 of 13,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,2,docs/2023-7/pages/page-012.jpg,docs/2023-7/text/page-012.json,docs/2023-7/tess/page-012.txt
page:2023-7:0013,2023,2023-7,13,Page 13 of 13,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,14,2,docs/2023-7/pages/page-013.jpg,docs/2023-7/text/page-013.json,docs/2023-7/tess/page-013.txt
page:2023-8:0001,2023,2023-8,1,Page 1 of 22,Periodic Transaction Report - cover,ptr_cover,ptr_cover,medium,"# UNITED STATES HOUSE OF REPRESENTATIVES
## Periodic Transaction Report

Name: Rohit Khanna. Office telephone appears as 202-225-2631. Filer status: Member of the U.S. House of Representatives, State CA, District 17. IPO question: No checked. Report type: Initial Report checked. Official use stamp: Legislative Resource Center, 2023 SEP -6, Office of the Clerk. Transaction grid contains only the pre-printed example row and the note ""Please see the attached""; no real transaction rows appear on this cover page.",0,1,docs/2023-8/pages/page-001.jpg,docs/2023-8/text/page-001.json,docs/2023-8/tess/page-001.txt
page:2023-8:0002,2023,2023-8,2,Page 2 of 22,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,high,,6,0,docs/2023-8/pages/page-002.jpg,docs/2023-8/text/page-002.json,docs/2023-8/tess/page-002.txt
page:2023-8:0003,2023,2023-8,3,Page 3 of 22,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,1,docs/2023-8/pages/page-003.jpg,docs/2023-8/text/page-003.json,docs/2023-8/tess/page-003.txt
page:2023-8:0004,2023,2023-8,4,Page 4 of 22,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,high,,18,0,docs/2023-8/pages/page-004.jpg,docs/2023-8/text/page-004.json,docs/2023-8/tess/page-004.txt
page:2023-8:0005,2023,2023-8,5,Page 5 of 22,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,high,,18,0,docs/2023-8/pages/page-005.jpg,docs/2023-8/text/page-005.json,docs/2023-8/tess/page-005.txt
page:2023-8:0006,2023,2023-8,6,Page 6 of 22,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,high,,18,0,docs/2023-8/pages/page-006.jpg,docs/2023-8/text/page-006.json,docs/2023-8/tess/page-006.txt
page:2023-8:0007,2023,2023-8,7,Page 7 of 22,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,high,,18,1,docs/2023-8/pages/page-007.jpg,docs/2023-8/text/page-007.json,docs/2023-8/tess/page-007.txt
page:2023-8:0008,2023,2023-8,8,Page 8 of 22,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,high,,18,0,docs/2023-8/pages/page-008.jpg,docs/2023-8/text/page-008.json,docs/2023-8/tess/page-008.txt
page:2023-8:0009,2023,2023-8,9,Page 9 of 22,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,high,,18,0,docs/2023-8/pages/page-009.jpg,docs/2023-8/text/page-009.json,docs/2023-8/tess/page-009.txt
page:2023-8:0010,2023,2023-8,10,Page 10 of 22,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,high,,18,0,docs/2023-8/pages/page-010.jpg,docs/2023-8/text/page-010.json,docs/2023-8/tess/page-010.txt
page:2023-8:0011,2023,2023-8,11,Page 11 of 22,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,high,,18,0,docs/2023-8/pages/page-011.jpg,docs/2023-8/text/page-011.json,docs/2023-8/tess/page-011.txt
page:2023-8:0012,2023,2023-8,12,Page 12 of 22,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,high,,18,0,docs/2023-8/pages/page-012.jpg,docs/2023-8/text/page-012.json,docs/2023-8/tess/page-012.txt
page:2023-8:0013,2023,2023-8,13,Page 13 of 22,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,high,,18,0,docs/2023-8/pages/page-013.jpg,docs/2023-8/text/page-013.json,docs/2023-8/tess/page-013.txt
page:2023-8:0014,2023,2023-8,14,Page 14 of 22,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,high,,18,0,docs/2023-8/pages/page-014.jpg,docs/2023-8/text/page-014.json,docs/2023-8/tess/page-014.txt
page:2023-8:0015,2023,2023-8,15,Page 15 of 22,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,high,,18,0,docs/2023-8/pages/page-015.jpg,docs/2023-8/text/page-015.json,docs/2023-8/tess/page-015.txt
page:2023-8:0016,2023,2023-8,16,Page 16 of 22,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,high,,18,0,docs/2023-8/pages/page-016.jpg,docs/2023-8/text/page-016.json,docs/2023-8/tess/page-016.txt
page:2023-8:0017,2023,2023-8,17,Page 17 of 22,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,high,,18,1,docs/2023-8/pages/page-017.jpg,docs/2023-8/text/page-017.json,docs/2023-8/tess/page-017.txt
page:2023-8:0018,2023,2023-8,18,Page 18 of 22,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,1,docs/2023-8/pages/page-018.jpg,docs/2023-8/text/page-018.json,docs/2023-8/tess/page-018.txt
page:2023-8:0019,2023,2023-8,19,Page 19 of 22,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,high,,18,0,docs/2023-8/pages/page-019.jpg,docs/2023-8/text/page-019.json,docs/2023-8/tess/page-019.txt
page:2023-8:0020,2023,2023-8,20,Page 20 of 22,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,1,docs/2023-8/pages/page-020.jpg,docs/2023-8/text/page-020.json,docs/2023-8/tess/page-020.txt
page:2023-8:0021,2023,2023-8,21,Page 21 of 22,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,17,1,docs/2023-8/pages/page-021.jpg,docs/2023-8/text/page-021.json,docs/2023-8/tess/page-021.txt
page:2023-8:0022,2023,2023-8,22,Page 22 of 22,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,15,1,docs/2023-8/pages/page-022.jpg,docs/2023-8/text/page-022.json,docs/2023-8/tess/page-022.txt
page:2023-9:0001,2023,2023-9,1,Page 1 of 15,Periodic Transaction Report - cover,ptr_cover,ptr_cover,medium,"# UNITED STATES HOUSE OF REPRESENTATIVES
## Periodic Transaction Report

Name: Rohit Khanna. Office telephone appears as 202-225-2631. Filer status: Member of the U.S. House of Representatives, State CA, District 17. IPO question: No checked. Report type: Initial Report checked. Official use stamp: Legislative Resource Center, 2023 OCT -6, Office of the Clerk; hand delivered. Transaction grid contains only the pre-printed example row and the note ""Please see the attached""; no real transaction rows appear on this cover page.",0,1,docs/2023-9/pages/page-001.jpg,docs/2023-9/text/page-001.json,docs/2023-9/tess/page-001.txt
page:2023-9:0002,2023,2023-9,2,Page 2 of 15,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,high,,6,0,docs/2023-9/pages/page-002.jpg,docs/2023-9/text/page-002.json,docs/2023-9/tess/page-002.txt
page:2023-9:0003,2023,2023-9,3,Page 3 of 15,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,high,,18,0,docs/2023-9/pages/page-003.jpg,docs/2023-9/text/page-003.json,docs/2023-9/tess/page-003.txt
page:2023-9:0004,2023,2023-9,4,Page 4 of 15,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,high,,18,0,docs/2023-9/pages/page-004.jpg,docs/2023-9/text/page-004.json,docs/2023-9/tess/page-004.txt
page:2023-9:0005,2023,2023-9,5,Page 5 of 15,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,19,1,docs/2023-9/pages/page-005.jpg,docs/2023-9/text/page-005.json,docs/2023-9/tess/page-005.txt
page:2023-9:0006,2023,2023-9,6,Page 6 of 15,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,high,,18,0,docs/2023-9/pages/page-006.jpg,docs/2023-9/text/page-006.json,docs/2023-9/tess/page-006.txt
page:2023-9:0007,2023,2023-9,7,Page 7 of 15,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,high,,18,0,docs/2023-9/pages/page-007.jpg,docs/2023-9/text/page-007.json,docs/2023-9/tess/page-007.txt
page:2023-9:0008,2023,2023-9,8,Page 8 of 15,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,high,,18,0,docs/2023-9/pages/page-008.jpg,docs/2023-9/text/page-008.json,docs/2023-9/tess/page-008.txt
page:2023-9:0009,2023,2023-9,9,Page 9 of 15,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,high,,18,0,docs/2023-9/pages/page-009.jpg,docs/2023-9/text/page-009.json,docs/2023-9/tess/page-009.txt
page:2023-9:0010,2023,2023-9,10,Page 10 of 15,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,1,docs/2023-9/pages/page-010.jpg,docs/2023-9/text/page-010.json,docs/2023-9/tess/page-010.txt
page:2023-9:0011,2023,2023-9,11,Page 11 of 15,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,high,,18,0,docs/2023-9/pages/page-011.jpg,docs/2023-9/text/page-011.json,docs/2023-9/tess/page-011.txt
page:2023-9:0012,2023,2023-9,12,Page 12 of 15,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,high,,18,0,docs/2023-9/pages/page-012.jpg,docs/2023-9/text/page-012.json,docs/2023-9/tess/page-012.txt
page:2023-9:0013,2023,2023-9,13,Page 13 of 15,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,high,,18,0,docs/2023-9/pages/page-013.jpg,docs/2023-9/text/page-013.json,docs/2023-9/tess/page-013.txt
page:2023-9:0014,2023,2023-9,14,Page 14 of 15,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,16,3,docs/2023-9/pages/page-014.jpg,docs/2023-9/text/page-014.json,docs/2023-9/tess/page-014.txt
page:2023-9:0015,2023,2023-9,15,Page 15 of 15,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,high,,21,0,docs/2023-9/pages/page-015.jpg,docs/2023-9/text/page-015.json,docs/2023-9/tess/page-015.txt
page:2023-10:0001,2023,2023-10,1,Page 1 of 40,Periodic Transaction Report - cover,ptr_cover,ptr_cover,medium,"# UNITED STATES HOUSE OF REPRESENTATIVES
## Periodic Transaction Report

Name: Rohit Khanna. Office telephone appears as 202-225-2631. Filer status: Member of the U.S. House of Representatives, State CA, District 17. IPO question: No checked. Report type: Initial Report checked. Official use stamp: Legislative Resource Center, 2023 NOV -8 AM 10:07, Office of the Clerk. Transaction grid contains only the pre-printed example row and the note ""Please see the attached""; no real transaction rows appear on this cover page.",0,1,docs/2023-10/pages/page-001.jpg,docs/2023-10/text/page-001.json,docs/2023-10/tess/page-001.txt
page:2023-10:0002,2023,2023-10,2,Page 2 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,5,2,docs/2023-10/pages/page-002.jpg,docs/2023-10/text/page-002.json,docs/2023-10/tess/page-002.txt
page:2023-10:0003,2023,2023-10,3,Page 3 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,17,2,docs/2023-10/pages/page-003.jpg,docs/2023-10/text/page-003.json,docs/2023-10/tess/page-003.txt
page:2023-10:0004,2023,2023-10,4,Page 4 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,17,2,docs/2023-10/pages/page-004.jpg,docs/2023-10/text/page-004.json,docs/2023-10/tess/page-004.txt
page:2023-10:0005,2023,2023-10,5,Page 5 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,17,2,docs/2023-10/pages/page-005.jpg,docs/2023-10/text/page-005.json,docs/2023-10/tess/page-005.txt
page:2023-10:0006,2023,2023-10,6,Page 6 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,17,2,docs/2023-10/pages/page-006.jpg,docs/2023-10/text/page-006.json,docs/2023-10/tess/page-006.txt
page:2023-10:0007,2023,2023-10,7,Page 7 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,2,docs/2023-10/pages/page-007.jpg,docs/2023-10/text/page-007.json,docs/2023-10/tess/page-007.txt
page:2023-10:0008,2023,2023-10,8,Page 8 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,2,docs/2023-10/pages/page-008.jpg,docs/2023-10/text/page-008.json,docs/2023-10/tess/page-008.txt
page:2023-10:0009,2023,2023-10,9,Page 9 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,2,docs/2023-10/pages/page-009.jpg,docs/2023-10/text/page-009.json,docs/2023-10/tess/page-009.txt
page:2023-10:0010,2023,2023-10,10,Page 10 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,2,docs/2023-10/pages/page-010.jpg,docs/2023-10/text/page-010.json,docs/2023-10/tess/page-010.txt
page:2023-10:0011,2023,2023-10,11,Page 11 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,2,docs/2023-10/pages/page-011.jpg,docs/2023-10/text/page-011.json,docs/2023-10/tess/page-011.txt
page:2023-10:0012,2023,2023-10,12,Page 12 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,19,2,docs/2023-10/pages/page-012.jpg,docs/2023-10/text/page-012.json,docs/2023-10/tess/page-012.txt
page:2023-10:0013,2023,2023-10,13,Page 13 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,17,2,docs/2023-10/pages/page-013.jpg,docs/2023-10/text/page-013.json,docs/2023-10/tess/page-013.txt
page:2023-10:0014,2023,2023-10,14,Page 14 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,17,2,docs/2023-10/pages/page-014.jpg,docs/2023-10/text/page-014.json,docs/2023-10/tess/page-014.txt
page:2023-10:0015,2023,2023-10,15,Page 15 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,2,docs/2023-10/pages/page-015.jpg,docs/2023-10/text/page-015.json,docs/2023-10/tess/page-015.txt
page:2023-10:0016,2023,2023-10,16,Page 16 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,2,docs/2023-10/pages/page-016.jpg,docs/2023-10/text/page-016.json,docs/2023-10/tess/page-016.txt
page:2023-10:0017,2023,2023-10,17,Page 17 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,2,docs/2023-10/pages/page-017.jpg,docs/2023-10/text/page-017.json,docs/2023-10/tess/page-017.txt
page:2023-10:0018,2023,2023-10,18,Page 18 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,19,2,docs/2023-10/pages/page-018.jpg,docs/2023-10/text/page-018.json,docs/2023-10/tess/page-018.txt
page:2023-10:0019,2023,2023-10,19,Page 19 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,17,2,docs/2023-10/pages/page-019.jpg,docs/2023-10/text/page-019.json,docs/2023-10/tess/page-019.txt
page:2023-10:0020,2023,2023-10,20,Page 20 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,16,2,docs/2023-10/pages/page-020.jpg,docs/2023-10/text/page-020.json,docs/2023-10/tess/page-020.txt
page:2023-10:0021,2023,2023-10,21,Page 21 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,2,docs/2023-10/pages/page-021.jpg,docs/2023-10/text/page-021.json,docs/2023-10/tess/page-021.txt
page:2023-10:0022,2023,2023-10,22,Page 22 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,2,docs/2023-10/pages/page-022.jpg,docs/2023-10/text/page-022.json,docs/2023-10/tess/page-022.txt
page:2023-10:0023,2023,2023-10,23,Page 23 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,2,docs/2023-10/pages/page-023.jpg,docs/2023-10/text/page-023.json,docs/2023-10/tess/page-023.txt
page:2023-10:0024,2023,2023-10,24,Page 24 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,2,docs/2023-10/pages/page-024.jpg,docs/2023-10/text/page-024.json,docs/2023-10/tess/page-024.txt
page:2023-10:0025,2023,2023-10,25,Page 25 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,19,2,docs/2023-10/pages/page-025.jpg,docs/2023-10/text/page-025.json,docs/2023-10/tess/page-025.txt
page:2023-10:0026,2023,2023-10,26,Page 26 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,2,docs/2023-10/pages/page-026.jpg,docs/2023-10/text/page-026.json,docs/2023-10/tess/page-026.txt
page:2023-10:0027,2023,2023-10,27,Page 27 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,2,docs/2023-10/pages/page-027.jpg,docs/2023-10/text/page-027.json,docs/2023-10/tess/page-027.txt
page:2023-10:0028,2023,2023-10,28,Page 28 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,2,docs/2023-10/pages/page-028.jpg,docs/2023-10/text/page-028.json,docs/2023-10/tess/page-028.txt
page:2023-10:0029,2023,2023-10,29,Page 29 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,17,2,docs/2023-10/pages/page-029.jpg,docs/2023-10/text/page-029.json,docs/2023-10/tess/page-029.txt
page:2023-10:0030,2023,2023-10,30,Page 30 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,17,2,docs/2023-10/pages/page-030.jpg,docs/2023-10/text/page-030.json,docs/2023-10/tess/page-030.txt
page:2023-10:0031,2023,2023-10,31,Page 31 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,17,2,docs/2023-10/pages/page-031.jpg,docs/2023-10/text/page-031.json,docs/2023-10/tess/page-031.txt
page:2023-10:0032,2023,2023-10,32,Page 32 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,2,docs/2023-10/pages/page-032.jpg,docs/2023-10/text/page-032.json,docs/2023-10/tess/page-032.txt
page:2023-10:0033,2023,2023-10,33,Page 33 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,2,docs/2023-10/pages/page-033.jpg,docs/2023-10/text/page-033.json,docs/2023-10/tess/page-033.txt
page:2023-10:0034,2023,2023-10,34,Page 34 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,17,2,docs/2023-10/pages/page-034.jpg,docs/2023-10/text/page-034.json,docs/2023-10/tess/page-034.txt
page:2023-10:0035,2023,2023-10,35,Page 35 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,17,2,docs/2023-10/pages/page-035.jpg,docs/2023-10/text/page-035.json,docs/2023-10/tess/page-035.txt
page:2023-10:0036,2023,2023-10,36,Page 36 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,2,docs/2023-10/pages/page-036.jpg,docs/2023-10/text/page-036.json,docs/2023-10/tess/page-036.txt
page:2023-10:0037,2023,2023-10,37,Page 37 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,15,2,docs/2023-10/pages/page-037.jpg,docs/2023-10/text/page-037.json,docs/2023-10/tess/page-037.txt
page:2023-10:0038,2023,2023-10,38,Page 38 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,17,2,docs/2023-10/pages/page-038.jpg,docs/2023-10/text/page-038.json,docs/2023-10/tess/page-038.txt
page:2023-10:0039,2023,2023-10,39,Page 39 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,9,2,docs/2023-10/pages/page-039.jpg,docs/2023-10/text/page-039.json,docs/2023-10/tess/page-039.txt
page:2023-10:0040,2023,2023-10,40,Page 40 of 40,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,6,2,docs/2023-10/pages/page-040.jpg,docs/2023-10/text/page-040.json,docs/2023-10/tess/page-040.txt
page:2023-11:0001,2023,2023-11,1,Page 1 of 14,Periodic Transaction Report - cover,ptr_cover,ptr_cover,medium,"# UNITED STATES HOUSE OF REPRESENTATIVES

Periodic Transaction Report

Name: Rohit Khanna

Office telephone: 202-225-2631

Status: Member of the U.S. House of Representatives checked. State: CA. District: 17. Officer or Employee unchecked.

Initial Public Offering question: No checked; Yes unchecked. Report type: Initial Report checked.

Received stamp: Legislative Resource Center, 2023 DEC 21 PM 6:06, Office of the Clerk, U.S. House of Representatives.

Transaction grid contains the pre-printed example row and the instruction ""Please see the attached"". No real transaction rows appear on this cover page.",0,0,docs/2023-11/pages/page-001.jpg,docs/2023-11/text/page-001.json,docs/2023-11/tess/page-001.txt
page:2023-11:0002,2023,2023-11,2,Page 2 of 14,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,17,0,docs/2023-11/pages/page-002.jpg,docs/2023-11/text/page-002.json,docs/2023-11/tess/page-002.txt
page:2023-11:0003,2023,2023-11,3,Page 3 of 14,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,19,0,docs/2023-11/pages/page-003.jpg,docs/2023-11/text/page-003.json,docs/2023-11/tess/page-003.txt
page:2023-11:0004,2023,2023-11,4,Page 4 of 14,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,0,docs/2023-11/pages/page-004.jpg,docs/2023-11/text/page-004.json,docs/2023-11/tess/page-004.txt
page:2023-11:0005,2023,2023-11,5,Page 5 of 14,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,0,docs/2023-11/pages/page-005.jpg,docs/2023-11/text/page-005.json,docs/2023-11/tess/page-005.txt
page:2023-11:0006,2023,2023-11,6,Page 6 of 14,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,0,docs/2023-11/pages/page-006.jpg,docs/2023-11/text/page-006.json,docs/2023-11/tess/page-006.txt
page:2023-11:0007,2023,2023-11,7,Page 7 of 14,Periodic Transaction Report - attached transaction table,ptr_transactions,ptr,medium,,18,0,docs/2023-11/pages/page-007.jpg,docs/2023-11/text/page-007.json,docs/2023-11/tess/page-007.txt
